category_label,date,abbrev_state,area_privativa,area_total,dormitorio_1,dormitorio_2,dormitorio_3,dormitorio_4,garantia_alienacao,garantia_hipoteca,implantacao_condominio,implantacao_isolado,tipo_apartamento,tipo_casa,valor_avaliacao,valor_compra
units,2019-10-31,SE,60.14,70.1,34,597,290,15,922,14,445,491,281,655,126000,125331.26
units,2019-10-31,SP,53.45,87.72,6450,17195,3691,547,25385,2498,13824,14059,7352,20531,210000,2e+05
units,2019-10-31,TO,70.75,84.47,6,240,93,9,313,35,155,193,179,169,150000,149745.76
units,2019-11-30,AC,69.76,85.56,1,29,15,,41,4,15,30,34,11,182000,170000
units,2019-11-30,AL,85.82,99.78,41,542,136,21,720,20,226,514,217,523,121900,121250
units,2019-11-30,AM,52.8,94.93,26,345,102,18,349,142,343,148,61,430,165000,165000
units,2019-11-30,AP,80.16,107.34,2,25,28,1,54,2,28,28,22,34,231000,220000
units,2019-11-30,BA,62.76,74.24,241,1216,388,72,1720,197,844,1073,523,1394,160000,158884.59
units,2019-11-30,BR,60.56,80.37,12290,42723,12593,1668,63314,5960,31134,38140,22964,46310,175000,170000
units,2019-11-30,CE,79.51,84.83,64,804,441,48,1185,172,517,840,691,666,150000,150000
units,2019-11-30,DF,63.2,104.41,206,408,279,78,932,39,553,418,123,848,271000,255000
units,2019-11-30,ES,61.17,89.46,108,545,141,22,786,30,456,360,148,668,171000,170000
units,2019-11-30,GO,70.85,84.02,237,3031,1036,84,3989,399,1815,2573,2084,2304,146000,145000
units,2019-11-30,MA,57.61,70,27,542,140,25,689,45,472,262,265,469,130000,130000
units,2019-11-30,MG,59.97,76.08,925,5175,1355,185,7350,290,3536,4104,2826,4814,155000,150000
units,2019-11-30,MS,59.91,64.83,87,773,213,26,920,179,351,748,511,588,147000,145000
units,2019-11-30,MT,65.86,75.79,145,897,319,37,1097,301,508,890,779,619,165000,163000
units,2019-11-30,PA,64.4,89.24,38,382,139,12,504,67,255,316,199,372,150000,150000
units,2019-11-30,PB,55.63,76.26,61,963,197,21,1197,45,817,425,212,1030,135150,135000
units,2019-11-30,PE,56.78,69.96,186,1139,438,60,1679,144,822,1001,518,1305,140500,140000
units,2019-11-30,PI,69.6,72.5,8,238,152,15,405,8,151,262,252,161,128000,122000
units,2019-11-30,PR,59.85,66.79,900,3096,1433,115,5101,443,2057,3487,1879,3665,168000,161349.86
units,2019-11-30,RJ,56,79.53,1058,2364,384,100,3552,354,2398,1508,519,3387,217000,207000
units,2019-11-30,RN,66.92,71.24,42,739,132,20,892,41,327,606,475,458,120868.55,120000
units,2019-11-30,RO,69.65,69.94,34,253,84,7,346,32,100,278,307,71,139000,137000
units,2019-11-30,RR,56.31,56.31,8,48,8,2,66,,3,63,63,3,144760.52,134749.96
units,2019-11-30,RS,58.27,77.52,1008,2896,767,104,4507,268,2240,2535,1601,3174,172000,170000
units,2019-11-30,SC,61.66,71.46,547,2307,622,51,3308,219,1472,2055,978,2549,171600,170000
units,2019-11-30,SE,68.5,75.66,30,430,277,22,749,10,272,487,349,410,126000,129999.73
units,2019-11-30,SP,56.77,88.4099999999999,6251,13396,3295,517,20964,2495,10472,12987,7193,16266,217350,210000
units,2019-11-30,TO,74.11,94.9,9,140,72,5,212,14,84,142,135,91,160500,150598.12
units,2019-12-31,AC,112.18,126.3,2,17,22,3,38,6,17,27,27,17,287750,250025.14
units,2019-12-31,AL,74.11,96.76,22,456,141,27,628,18,290,356,171,475,137900,134990
units,2019-12-31,AM,51.67,94.93,10,354,143,24,382,149,381,150,65,466,165000,165000
units,2019-12-31,AP,70.24,117.9,,31,18,,48,1,17,32,23,26,2e+05,2e+05
units,2019-12-31,BA,59.78,73.37,228,1309,403,96,1857,179,983,1053,419,1617,161788.55,160000
units,2019-12-31,BR,59.38,82.95,10629,43018,12965,1873,62431,6054,33789,34696,19810,48675,180000,170000
units,2019-12-31,CE,79.56,88.53,52,639,437,71,1012,187,538,661,534,665,154000,154000
units,2019-12-31,DF,67.99,104.53,173,472,325,94,1015,49,580,484,143,921,3e+05,280000
units,2019-12-31,ES,56.87,85.22,77,524,130,33,749,15,506,258,113,651,166000,166900
units,2019-12-31,GO,72.22,86.1,211,2523,1047,111,3482,410,1709,2183,1739,2153,149500,148108
units,2019-12-31,MA,58.73,70,32,574,168,29,756,47,539,264,310,493,142000,130500
units,2019-12-31,MG,60,81.12,781,4781,1349,208,6797,322,3608,3511,2234,4885,158000,155000
units,2019-12-31,MS,58.35,63.16,89,695,249,28,881,180,378,683,449,612,150000,147900
units,2019-12-31,MT,63,77.68,111,772,301,43,978,249,447,780,605,622,165000,164899.94
units,2019-12-31,PA,68.97,89.28,31,356,147,14,485,63,214,334,236,312,146365.1,142000
units,2019-12-31,PB,57.34,80,73,849,191,31,1086,58,743,401,238,906,141000,139399.89
units,2019-12-31,PE,53.87,70,133,1257,386,57,1712,121,906,927,390,1443,140000,139000
units,2019-12-31,PI,70,76.4,13,205,130,23,357,14,148,223,223,148,130000,130000
units,2019-12-31,PR,59.33,69.85,736,3129,1350,105,4896,424,2375,2945,1598,3722,165000,160000
units,2019-12-31,RJ,58.81,79.99,796,2310,487,106,3359,340,2268,1431,533,3166,225000,212000
units,2019-12-31,RN,65.87,71.04,33,694,101,26,832,22,339,515,370,484,124500,120000
units,2019-12-31,RO,69.32,75.16,12,217,107,10,323,23,103,243,250,96,145000,140000
units,2019-12-31,RR,50.03,50.03,25,50,8,2,81,4,4,81,82,3,135000,135500.6
units,2019-12-31,RS,58.25,79.21,871,3206,820,116,4723,290,2484,2529,1488,3525,172000,168900
units,2019-12-31,SC,63.22,77.5,433,2046,641,61,2961,220,1513,1668,777,2404,180000,170000
units,2019-12-31,SE,57.75,75.19,25,554,276,17,857,15,551,321,210,662,126000,129000.12
units,2019-12-31,SP,54.02,89,5645,14798,3524,531,21884,2614,12034,12464,6387,18111,216000,209994.57
units,2019-12-31,TO,69.44,77.43,15,200,64,7,252,34,114,172,196,90,140500,135530
units,2020-01-31,AC,82.58,100.07,1,29,16,1,43,4,11,36,31,16,2e+05,190000
units,2020-01-31,AL,75.1,86.91,26,199,137,24,371,15,154,232,174,212,140000,135512.33
units,2020-01-31,AM,46.04,89.21,20,399,122,29,424,146,399,171,64,506,165000,165000
units,2020-01-31,AP,113.28,115.6,4,9,25,1,37,2,22,17,20,19,314000,270339.59
units,2020-01-31,BA,59.87,75.3,204,1168,324,85,1592,189,860,921,388,1393,161788.55,160000
units,2020-01-31,BR,65.12,88.54,10526,27415,11223,1896,45064,5996,22652,28408,16474,34586,210000,2e+05
units,2020-01-31,CE,80.1,86.25,80,676,390,52,1033,165,491,707,613,585,155000,155000
units,2020-01-31,DF,65.5,101.18,204,458,300,92,991,63,517,537,114,940,3e+05,270000
units,2020-01-31,ES,68.74,94.84,103,388,166,31,639,49,306,382,133,555,214000,205750
units,2020-01-31,GO,81.87,99.06,202,993,793,131,1691,428,912,1207,995,1124,185000,180000
units,2020-01-31,MA,63.29,70.07,31,367,113,17,503,25,308,220,232,296,142307.97,135000
units,2020-01-31,MG,66,83.35,800,2735,1129,223,4518,369,2022,2865,1896,2991,170000,170000
units,2020-01-31,MS,69,75.59,117,454,228,25,630,194,348,476,362,462,170000,168000
units,2020-01-31,MT,71.83,89.44,132,545,302,48,774,253,451,576,592,435,190000,182000
units,2020-01-31,PA,65.8,85,38,312,121,15,450,36,185,301,220,266,140500,140000
units,2020-01-31,PB,62.7,91.38,60,418,172,33,623,60,419,264,156,527,168000,162000
units,2020-01-31,PE,60,80.19,119,673,307,76,1047,128,618,557,305,870,160000,159000
units,2020-01-31,PI,67.35,74.07,7,177,97,16,288,9,97,200,201,96,129600,126000
units,2020-01-31,PR,64.99,76.75,621,1552,1061,95,2885,444,1486,1843,1023,2306,190000,187000
units,2020-01-31,RJ,59.84,80.4,877,1932,409,102,2997,323,1961,1359,482,2838,227000,214000
units,2020-01-31,RN,69.32,73.6,27,395,87,19,499,29,191,337,235,293,125000,123150
units,2020-01-31,RO,69.68,73.17,18,206,71,9,283,21,78,226,233,71,149000,140000
units,2020-01-31,RR,52.93,52.93,13,44,6,1,62,2,6,58,64,,143000,142450.5
units,2020-01-31,RS,65.25,85.74,744,2094,721,94,3374,279,1639,2014,1285,2368,195000,185000
units,2020-01-31,SC,66.78,81.83,449,1441,526,57,2282,191,1034,1439,647,1826,195000,190000
units,2020-01-31,SE,69.8,86.56,30,251,214,22,508,9,226,291,204,313,135000,135000
units,2020-01-31,SP,61.6,94.71,5585,9388,3328,586,16344,2543,7841,11046,5679,13208,246000,240000
units,2020-01-31,TO,76.56,85.86,14,112,58,12,176,20,70,126,126,70,150500,142500
units,2020-02-29,AC,100,120.6,2,16,16,3,32,5,18,19,17,20,250000,240000
units,2020-02-29,AL,76.8,94.94,18,268,95,22,391,12,170,233,119,284,133100,135790
units,2020-02-29,AM,67.16,108.54,34,256,122,20,282,150,255,177,57,375,186500,184900
units,2020-02-29,AP,113.28,126.83,,11,15,3,29,,7,22,19,10,288000,284200
units,2020-02-29,BA,61.16,74.65,178,937,254,59,1306,122,713,715,350,1078,161500,160000
units,2020-02-29,BR,61.68,87,9820,29609,10345,1697,45502,5969,24976,26495,14843,36628,2e+05,190000
units,2020-02-29,CE,67.65,76.46,52,905,339,70,1184,182,767,599,485,881,146060,144000
units,2020-02-29,DF,67.72,103.75,174,338,249,86,813,34,459,388,119,728,312000,299000
units,2020-02-29,ES,67.09,100.99,107,441,159,52,712,47,412,347,100,659,180000,190000
units,2020-02-29,GO,76.7,94.8,188,1219,691,113,1833,378,1118,1093,940,1271,168000,165000
units,2020-02-29,MA,55.49,63.42,44,481,95,9,589,40,386,243,217,412,125000,123000
units,2020-02-29,MG,63.33,83.83,752,2775,986,172,4352,333,2270,2415,1555,3130,170000,165000
units,2020-02-29,MS,61.54,73.38,85,505,247,26,647,216,367,496,379,484,160000,160000
units,2020-02-29,MT,69.74,87.52,101,694,347,49,821,370,494,697,622,569,182000,180000
units,2020-02-29,PA,69.57,89.62,33,243,103,21,316,84,178,222,167,233,169500,160000
units,2020-02-29,PB,59.85,88.88,62,432,144,25,609,54,423,240,155,508,148022.34,144700
units,2020-02-29,PE,54.6,73.37,119,764,250,41,1059,115,630,544,230,944,150000,149261.59
units,2020-02-29,PI,68.0400000000001,72.48,5,182,101,15,295,8,115,188,170,133,146000,140000
units,2020-02-29,PR,62.83,74.26,642,1848,1033,85,3214,394,1522,2086,1099,2509,185000,179028.44
units,2020-02-29,RJ,58.44,78.27,846,1845,397,90,2864,314,1851,1327,445,2733,232354.1,223000
units,2020-02-29,RN,69.77,73.28,44,439,98,20,571,30,279,322,262,339,127626.59,124000
units,2020-02-29,RO,69,71.29,11,171,78,7,236,31,71,196,192,75,151000,150000
units,2020-02-29,RR,56.69,56.69,9,22,8,1,40,,1,39,39,1,167474.15,156301.04
units,2020-02-29,RS,60.44,81.29,689,2150,635,88,3326,236,1688,1874,1033,2529,190000,170000
units,2020-02-29,SC,65.51,80,435,1523,517,71,2336,210,1120,1426,620,1926,190000,186000
units,2020-02-29,SE,67.04,80.72,13,260,182,11,448,18,226,240,147,319,130000,130000
units,2020-02-29,SP,57.14,93.03,5168,10770,3123,527,17030,2558,9343,10245,5210,14378,230000,225000
units,2020-02-29,TO,76.84,102.83,9,114,61,11,167,28,93,102,95,100,166000,161900
units,2020-03-31,AC,120.92,136.64,2,20,24,2,46,2,15,33,29,19,307500,290000
units,2020-03-31,AL,73.73,88.6,32,313,130,12,477,10,200,287,174,313,138000,135000
units,2020-03-31,AM,59.61,100.76,32,285,136,21,285,189,280,194,61,413,195000,190000
units,2020-03-31,AP,80,126.83,,14,17,,29,2,14,17,11,20,230000,220000
units,2020-03-31,BA,61.54,79.23,198,1057,289,75,1452,167,807,812,406,1213,155800,151846.02
units,2020-03-31,BR,60.1,82.9,11030,40882,12382,1672,59313,6653,31693,34273,19915,46051,180000,174304.13
units,2020-03-31,CE,77.4,87.1199999999999,72,610,350,45,934,143,533,544,472,605,153000,154565
units,2020-03-31,DF,67.19,98.2100000000001,239,446,322,97,1058,46,560,544,141,963,308500,3e+05
units,2020-03-31,ES,66.63,93.9899999999999,96,414,173,32,660,55,345,370,100,615,221000,2e+05
units,2020-03-31,GO,69.94,84.71,215,3452,1164,90,4537,384,2213,2708,2102,2819,145000,145000
units,2020-03-31,MA,63.34,69.68,33,465,128,19,586,59,408,237,280,365,130000,130000
units,2020-03-31,MG,61.27,78.06,819,4402,1321,194,6300,436,3156,3580,2451,4285,160000,155000
units,2020-03-31,MS,63.07,69.49,100,667,221,21,830,179,340,669,456,553,158000,155000
units,2020-03-31,MT,64.34,76.3,161,939,307,49,1138,318,535,921,775,681,165000,163700
units,2020-03-31,PA,67.89,87.59,37,309,122,16,406,78,195,289,208,276,152700,150000
units,2020-03-31,PB,56.31,78.17,69,1027,212,31,1270,69,839,500,248,1091,135000,133500
units,2020-03-31,PE,55.33,72.16,145,1056,376,42,1493,126,908,711,365,1254,148000,147500
units,2020-03-31,PI,69.34,75.55,7,140,109,21,262,15,123,154,163,114,149484,140000
units,2020-03-31,PR,59.16,68.23,759,3582,1392,98,5393,438,2430,3401,1755,4076,167800,162000
units,2020-03-31,RJ,55.71,79.7,837,2284,408,108,3271,366,2209,1428,449,3188,212000,2e+05
units,2020-03-31,RN,67.09,71.32,38,693,97,23,816,35,348,503,399,452,125000,124000
units,2020-03-31,RO,69.39,70.67,22,239,76,13,320,30,85,265,265,85,146000,140000
units,2020-03-31,RR,63,63,11,25,13,4,48,5,7,46,48,5,162500,153500
units,2020-03-31,RS,58.16,79.8,809,2663,756,89,4045,272,2131,2186,1376,2941,180000,170000
units,2020-03-31,SC,64.76,76.07,366,1670,520,70,2361,265,1081,1545,684,1942,188000,180000
units,2020-03-31,SE,64.92,85.12,13,449,210,14,663,23,312,374,268,418,125000,128000
units,2020-03-31,SP,55.63,90.4,5904,13518,3426,466,20411,2903,11497,11817,6078,17236,223600,217000
units,2020-03-31,TO,82.0999999999999,99.57,14,143,83,20,222,38,122,138,151,109,173100,167500
units,2020-04-30,AC,110.1,129.58,8,10,15,3,30,6,18,18,23,13,265000,250000
units,2020-04-30,AL,67.25,93.49,24,265,115,18,416,6,217,205,139,283,145950,139790
units,2020-04-30,AM,56.08,89.83,32,378,123,18,365,186,369,182,56,495,161300,162100
units,2020-04-30,AP,112.6,115.19,,12,12,2,26,,10,16,15,11,281450,239377.34
units,2020-04-30,BA,57.34,79.53,194,995,253,52,1306,188,713,781,311,1183,165000,162183.15
units,2020-04-30,BR,60.58,84.89,10303,33952,10505,1455,49464,6751,27800,28415,15876,40339,190000,182000
units,2020-04-30,CE,73.52,85.78,58,605,247,28,815,123,444,494,410,528,150900,150900
units,2020-04-30,DF,67.07,104.41,187,369,241,84,806,75,490,391,117,764,318000,310000
units,2020-04-30,ES,65.96,90.14,67,393,128,35,575,48,329,294,87,536,195000,193000
units,2020-04-30,GO,73.28,87.98,210,2114,890,75,2885,404,1577,1712,1384,1905,154000,155000
units,2020-04-30,MA,68.82,70,26,331,108,17,429,53,313,169,235,247,136000,132000
units,2020-04-30,MG,62,84.34,758,3522,1052,185,5077,440,2812,2705,1771,3746,170000,168357.28
units,2020-04-30,MS,65.66,78.31,140,533,209,13,666,229,407,488,373,522,165000,165000
units,2020-04-30,MT,66.75,82.62,167,820,359,26,1040,332,567,805,647,725,190000,180000
units,2020-04-30,PA,67.6,89.27,56,279,108,8,362,89,186,265,212,239,153000,151700
units,2020-04-30,PB,54.58,77.67,78,766,189,18,991,60,712,339,173,878,137000,135760
units,2020-04-30,PE,55.21,72.47,93,774,270,38,1047,128,592,583,271,904,146000,144826.52
units,2020-04-30,PI,60.37,65.25,6,169,58,9,232,10,120,122,126,116,131746.09,130707.51
units,2020-04-30,PR,59.5,69.98,709,2814,1268,86,4339,538,2182,2695,1269,3608,171500,168362.87
units,2020-04-30,RJ,55,79.99,747,1927,382,71,2763,364,1896,1231,384,2743,230000,220000
units,2020-04-30,RN,67.42,71.24,41,504,66,16,593,34,283,344,269,358,125000,125000
units,2020-04-30,RO,69.69,73.25,23,190,81,11,270,35,77,228,221,84,150000,146000
units,2020-04-30,RR,61.78,61.78,9,22,9,1,40,1,5,36,39,2,152064.74,148906.69
units,2020-04-30,RS,58.57,81.82,702,2299,560,70,3340,291,1810,1821,1017,2614,185000,170000
units,2020-04-30,SC,63.75,75.98,387,2019,516,66,2695,293,1495,1493,686,2302,188000,185000
units,2020-04-30,SE,67.02,82.42,18,342,181,15,541,15,265,291,203,353,128000,129999.99
units,2020-04-30,SP,56.95,91.07,5541,11365,2991,482,17613,2766,9785,10594,5305,15074,230000,225000
units,2020-04-30,TO,80.8,99.27,22,135,74,8,202,37,126,113,133,106,160000,158929.51
units,2020-05-31,AC,91.07,102.25,1,16,10,2,23,6,9,20,12,17,250000,220000
units,2020-05-31,AL,74.44,91.21,27,243,113,15,380,18,158,240,167,231,141700,137790
units,2020-05-31,AM,57.24,99.69,30,284,96,12,291,131,287,135,32,390,190000,190000
units,2020-05-31,AP,85.08,107,,8,9,,16,1,7,10,9,8,227000,208000
units,2020-05-31,BA,58.64,79.7,135,949,304,63,1271,180,739,712,319,1132,155000,150000
units,2020-05-31,BR,59.76,82.95,9559,38534,11272,1667,54214,6818,30380,30652,17795,43237,183000,177182.6
units,2020-05-31,CE,74,84.61,81,677,313,29,925,175,524,576,445,655,151620,151100
units,2020-05-31,DF,66.97,101.93,150,414,283,81,871,57,477,451,124,804,282000,275000
units,2020-05-31,ES,67.11,90.12,89,421,153,29,660,32,357,335,108,584,190000,190000
units,2020-05-31,GO,70.51,86.36,203,2525,904,88,3369,351,1615,2105,1549,2171,151900,150000
units,2020-05-31,MA,68.26,77.42,41,245,103,8,342,55,236,161,185,212,160000,160000
units,2020-05-31,MG,60.79,77.69,728,4004,1187,207,5740,386,3037,3089,2107,4019,165000,160000
units,2020-05-31,MS,62.48,75.57,128,612,206,32,801,177,381,597,443,535,160000,158000
units,2020-05-31,MT,66.75,82.95,154,949,336,50,1146,343,652,837,707,782,175000,175500
units,2020-05-31,PA,70,89.77,35,211,109,21,314,62,123,253,192,184,153160.22,150000
units,2020-05-31,PB,54.77,81.16,59,762,173,28,928,94,684,338,155,867,140000,137780
units,2020-05-31,PE,55.69,69.9,85,842,311,51,1160,129,650,639,352,937,146000,140000
units,2020-05-31,PI,69.85,74.5,7,163,81,9,251,9,101,159,130,130,158250,152991.14
units,2020-05-31,PR,58.74,68.5,785,3481,1287,125,5123,555,2632,3046,1577,4101,168000,164950
units,2020-05-31,RJ,56.76,79.71,681,2523,443,103,3378,372,2528,1222,452,3298,210000,207850.5
units,2020-05-31,RN,68.66,73,20,523,77,22,602,40,226,416,293,349,125000,124889.75
units,2020-05-31,RO,66.9,69.84,24,265,61,14,343,21,87,277,215,149,155000,153116.94
units,2020-05-31,RR,57.57,57.57,15,24,10,1,50,,7,43,48,2,161000,160000
units,2020-05-31,RS,58.7,79.97,665,2540,681,101,3716,271,1945,2042,1244,2743,182000,170000
units,2020-05-31,SC,64.06,77.91,381,1987,640,77,2815,270,1437,1648,824,2261,190000,185000
units,2020-05-31,SE,67.62,95.18,13,389,169,11,562,20,263,319,186,396,130000,130000
units,2020-05-31,SP,54.21,88.21,5007,13339,3129,477,18930,3022,11113,10839,5766,16186,216700,207617.84
units,2020-05-31,TO,80.21,97.94,15,138,84,11,207,41,105,143,154,94,174000,179445.31
units,2020-06-30,AC,53.63,100.35,,116,52,2,163,7,132,38,34,136,221000,197000
units,2020-06-30,AL,74.82,92.97,21,277,131,25,432,22,181,273,189,265,143000,136456
units,2020-06-30,AM,57.24,99.69,32,437,131,24,450,174,441,183,86,538,187867.87,188905.72
units,2020-06-30,AP,81.7,110.83,,35,25,,59,1,21,39,20,40,248654.94,240696.57
units,2020-06-30,BA,57.06,80.32,173,1192,355,81,1619,182,917,884,397,1404,163000,160000
units,2020-06-30,BR,60,84.26,11006,46754,14189,2217,66387,7779,37587,36579,21796,52370,185000,179900
units,2020-06-30,CE,72.07,82.09,98,1082,381,79,1404,236,885,755,644,996,151620,151000
units,2020-06-30,DF,64.5,99.74,137,601,307,110,1094,61,670,485,171,984,276000,263000
units,2020-06-30,ES,63.78,90.22,95,547,175,35,825,27,521,331,146,706,177000,177764.96
units,2020-06-30,GO,70,87.72,245,3158,1218,119,4266,474,2090,2650,1997,2743,151000,150000
units,2020-06-30,MA,67.89,75.39,46,423,169,22,579,81,393,267,250,410,147950,142000
units,2020-06-30,MG,60.79,79.84,848,5018,1587,241,7229,465,3960,3734,2534,5160,166000,161700
units,2020-06-30,MS,66.75,76.08,125,659,290,39,842,271,475,638,507,606,168000,165000
units,2020-06-30,MT,65.87,89.44,151,1146,448,66,1372,439,694,1117,882,929,185000,180000
units,2020-06-30,PA,67.9,87.31,51,320,128,29,444,84,196,332,237,291,152350,150000
units,2020-06-30,PB,56.5,80.5,32,951,238,45,1182,84,815,451,269,997,139000,137000
units,2020-06-30,PE,53.68,67.68,95,1042,380,60,1450,127,772,805,361,1216,147500,145000
units,2020-06-30,PI,64.77,75.55,5,227,133,17,369,13,159,223,176,206,160000,158742.72
units,2020-06-30,PR,60.46,72.45,800,3638,1663,104,5590,615,2712,3493,1847,4358,175000,170000
units,2020-06-30,RJ,53.25,79.7,733,2995,479,117,3914,410,2858,1466,534,3790,212000,2e+05
units,2020-06-30,RN,68.07,73,46,660,107,20,793,40,273,560,375,458,128000,127000
units,2020-06-30,RO,69.8,74.7,27,330,112,13,440,42,123,359,350,132,154000,150116.5
units,2020-06-30,RR,53.9,53.9,19,40,8,1,64,4,11,57,64,4,160000,160000
units,2020-06-30,RS,59.95,81.5,876,3172,860,122,4609,421,2708,2322,1503,3527,185000,170000
units,2020-06-30,SC,64.37,78.38,464,2442,788,97,3434,357,1818,1973,991,2800,190000,184000
units,2020-06-30,SE,67.75,83.18,8,336,209,19,567,5,274,298,207,365,130000,130000
units,2020-06-30,SP,55.06,90.32,5865,15766,3718,714,22970,3093,13364,12699,6872,19191,219000,210000
units,2020-06-30,TO,80.57,98.63,14,144,97,16,227,44,124,147,153,118,179900,179050
units,2020-07-31,AC,85.37,119.3,3,31,22,7,62,1,23,40,35,28,248000,235000
units,2020-07-31,AL,64.74,88.6,21,420,200,24,643,22,342,323,219,446,140000,136900
units,2020-07-31,AM,52.07,91.27,41,472,130,28,483,188,491,180,86,585,186302,181036.09
units,2020-07-31,AP,85.72,117.75,,32,28,5,63,2,32,33,22,43,250000,242960.05
units,2020-07-31,BA,57.79,82.36,183,1575,410,90,2049,209,1130,1128,498,1760,165000,160000
units,2020-07-31,BR,60.44,85.31,12756,49715,15803,2650,73188,7736,41840,39084,22839,58085,190000,182254.14
units,2020-07-31,CE,68.57,82.09,96,1148,408,64,1487,229,919,797,620,1096,154107.5,154000
units,2020-07-31,DF,59.45,88.85,163,901,480,135,1622,57,1113,566,176,1503,225000,220000
units,2020-07-31,ES,63.75,87,97,624,225,47,947,46,552,441,179,814,180000,183000
units,2020-07-31,GO,70,89.09,219,3238,1171,135,4253,510,2208,2555,1891,2872,150070,150000
units,2020-07-31,MA,63.8,77.86,59,557,187,29,751,81,437,395,313,519,145900,144150
units,2020-07-31,MG,61.24,81.96,996,5043,1618,273,7457,473,4027,3903,2499,5431,168000,163000
units,2020-07-31,MS,64.93,77.99,138,691,342,47,965,253,517,701,604,614,168000,165000
units,2020-07-31,MT,68.57,88.02,174,936,415,58,1212,371,718,865,823,760,180000,178000
units,2020-07-31,PA,64.12,91.58,57,535,209,22,745,78,393,430,281,542,145000,142000
units,2020-07-31,PB,56.5,81.32,58,928,301,60,1252,95,891,456,245,1102,141000,140000
units,2020-07-31,PE,56.89,71.3,119,1140,430,89,1664,114,898,880,443,1335,150000,150000
units,2020-07-31,PI,66.6,75.1,8,256,149,28,422,19,160,281,209,232,160000,156010.18
units,2020-07-31,PR,60.87,73.77,952,3626,1720,155,5813,640,2843,3610,1969,4484,178000,170000
units,2020-07-31,RJ,54,77.83,867,3482,673,188,4786,424,3465,1745,647,4563,205000,195000
units,2020-07-31,RN,68.1800000000001,73,34,695,140,33,853,49,293,609,402,500,129000,127348.17
units,2020-07-31,RO,69.53,74.89,22,320,103,8,408,45,107,346,309,144,152986,148000
units,2020-07-31,RR,52.93,53,12,68,9,,89,,5,84,84,5,160000,160000
units,2020-07-31,RS,60.3,81.2,889,3311,1005,126,4972,359,2765,2566,1518,3813,190000,175000
units,2020-07-31,SC,66.25,79,490,2379,803,110,3438,344,1785,1997,998,2784,195000,190000
units,2020-07-31,SE,69.99,89.92,23,301,232,24,570,10,268,312,244,336,135000,135000
units,2020-07-31,SP,55.77,91.1599999999999,7021,16799,4305,848,25890,3083,15332,13641,7335,21638,226000,220000
units,2020-07-31,TO,75.38,92.56,14,207,88,17,292,34,126,200,190,136,165000,159998.5
units,2020-08-31,AC,108.18,116.94,5,29,27,7,62,6,21,47,44,24,238480.69,229727.54
units,2020-08-31,AL,67.41,91.33,28,334,183,34,564,15,290,289,202,377,147300,139790
units,2020-08-31,AM,70.27,101.85,46,322,151,37,374,182,309,247,88,468,212500,210000
units,2020-08-31,AP,80,117.9,,25,16,2,43,,17,26,21,22,212000,190000
units,2020-08-31,BA,61.26,82.41,242,1513,446,123,2129,195,1319,1005,484,1840,162000,160325
units,2020-08-31,BR,62.62,86.73,14248,46915,16747,3227,73594,7543,40310,40827,24265,56872,2e+05,190000
units,2020-08-31,CE,74.93,85.81,114,982,482,93,1461,210,820,851,631,1040,155000,155000
units,2020-08-31,DF,64.5,95.49,215,684,439,157,1416,79,876,619,220,1275,3e+05,285000
units,2020-08-31,ES,67.48,96.32,72,613,255,70,976,34,575,435,172,838,2e+05,195000
units,2020-08-31,GO,73.76,87.98,204,2931,1281,165,4109,472,1845,2736,1961,2620,155000,153000
units,2020-08-31,MA,57.32,73.94,46,682,182,23,866,67,506,427,361,572,149000,141500
units,2020-08-31,MG,63.54,85.14,1086,4664,1724,367,7355,486,3787,4054,2782,5059,172000,170000
units,2020-08-31,MS,63.56,75.47,135,776,326,27,1029,235,580,684,620,644,163000,160250
units,2020-08-31,MT,69.06,90.39,185,1020,417,79,1362,339,751,950,996,705,176400,175000
units,2020-08-31,PA,72.24,103.99,63,315,207,22,516,91,241,366,247,360,190000,180000
units,2020-08-31,PB,56.61,81.12,71,927,252,71,1224,97,830,491,236,1085,141000,138490
units,2020-08-31,PE,57,75.88,135,1103,420,91,1646,103,997,752,399,1350,157000,156986
units,2020-08-31,PI,72.46,79.36,15,205,151,20,378,13,134,257,210,181,156250.28,150000
units,2020-08-31,PR,61.18,72.66,972,3595,1758,149,5904,570,2798,3676,1970,4504,178000,170000
units,2020-08-31,RJ,58,79.7,1031,3293,733,224,4865,416,3319,1962,722,4559,222000,210937.11
units,2020-08-31,RN,69.27,75.03,43,636,146,33,821,37,286,572,386,472,130000,130000
units,2020-08-31,RO,69.98,74.89,24,290,128,17,422,37,100,359,358,101,155000,152745
units,2020-08-31,RR,53.74,53.74,20,54,12,2,86,2,7,81,87,1,160000,160000
units,2020-08-31,RS,61.07,83.94,941,2992,1027,156,4793,323,2645,2471,1562,3554,190000,183000
units,2020-08-31,SC,67,81.49,525,2300,924,109,3519,339,1749,2109,1074,2784,201500,190000
units,2020-08-31,SE,69.11,97.9099999999999,19,393,251,32,680,15,367,328,266,429,135000,135000
units,2020-08-31,SP,59.29,92.26,7994,16053,4702,1098,26711,3136,15005,14842,7962,21885,235000,229665.63
units,2020-08-31,TO,84.18,98.4500000000001,17,184,107,19,283,44,136,191,204,123,170000,165000
units,2020-09-30,AC,110.68,124.88,6,26,24,7,59,4,19,44,37,26,260000,250000
