category_label,date,abbrev_state,area_privativa,area_total,dormitorio_1,dormitorio_2,dormitorio_3,dormitorio_4,garantia_alienacao,garantia_hipoteca,implantacao_condominio,implantacao_isolado,tipo_apartamento,tipo_casa,valor_avaliacao,valor_compra
units,2022-05-31,DF,54.1,84.26,161,651,299,74,1178,7,787,398,191,994,263400,252300
units,2022-05-31,ES,62.87,88.18,50,509,257,44,848,12,506,354,162,698,225000,220000
units,2022-05-31,GO,69.87,89.6,254,3413,1300,142,4766,343,2629,2480,2033,3076,175000,175000
units,2022-05-31,MA,57.32,72.8,36,681,230,26,923,50,609,364,315,658,170000,170000
units,2022-05-31,MG,61.34,86.39,656,4301,1739,285,6799,182,3632,3349,2368,4613,190500,187000
units,2022-05-31,MS,69.96,85.77,85,531,257,33,802,104,320,586,467,439,207647.6,196680.06
units,2022-05-31,MT,74.17,91.1,93,834,350,61,1148,190,632,706,678,660,250000,250000
units,2022-05-31,PA,65.05,86.84,43,591,203,24,813,48,396,465,379,482,164737.54,160000
units,2022-05-31,PB,55.08,79.6,41,1012,328,51,1405,27,969,463,243,1189,150000,148000
units,2022-05-31,PE,53.67,69.55,135,1326,478,79,1959,59,974,1044,749,1269,162452.8,160000
units,2022-05-31,PI,65.18,75.05,12,343,137,66,554,4,149,409,341,217,152300,152050
units,2022-05-31,PR,60.25,74.97,544,3126,1526,124,5143,177,2402,2918,1464,3856,206000,198000
units,2022-05-31,RJ,54.56,80.09,673,2665,649,145,4026,106,2693,1439,650,3482,240000,232653.47
units,2022-05-31,RN,69.75,76.95,26,621,228,34,896,13,304,605,419,490,152000,150000
units,2022-05-31,RO,70.04,73.81,29,245,85,19,352,26,72,306,294,84,180000,175000
units,2022-05-31,RR,58,60,12,40,11,2,64,1,2,63,62,3,220000,195000
units,2022-05-31,RS,59.72,79.31,701,2849,937,122,4472,137,2291,2318,1441,3168,215000,204000
units,2022-05-31,SC,64.9,79.7,357,2293,749,92,3341,150,1866,1625,882,2609,245000,230000
units,2022-05-31,SE,68.75,80.45,8,479,273,37,793,4,367,430,377,420,147000,148000
units,2022-05-31,SP,52.95,87.68,4536,15695,4010,654,23756,1139,14200,10695,5993,18902,240000,235000
units,2022-05-31,TO,80.89,107.78,21,118,76,20,208,27,82,153,160,75,213715,210000
units,2022-06-30,AC,107.84,123.75,2,40,28,6,73,3,24,52,40,36,284850,262500
units,2022-06-30,AL,78.16,93.15,18,291,186,28,512,11,192,331,200,323,170000,170000
units,2022-06-30,AM,54.09,97.63,28,470,109,23,572,58,462,168,68,562,183950,191500
units,2022-06-30,AP,76.06,122.67,,17,20,2,39,,20,19,16,23,325000,3e+05
units,2022-06-30,BA,65.05,90.03,131,1200,464,91,1814,72,1026,860,480,1406,180000,180000
units,2022-06-30,BR,59.56,84.33,8619,43352,14147,2261,65231,3148,37246,31133,19988,48391,215000,206250
units,2022-06-30,CE,69.68,81.82,101,1131,432,89,1651,102,917,836,686,1067,172000,172800
units,2022-06-30,DF,58.39,85.52,120,627,276,87,1099,11,660,450,213,897,279500,270000
units,2022-06-30,ES,67.87,91.46,63,463,258,53,821,16,465,372,155,682,245000,250000
units,2022-06-30,GO,70,91.28,238,2757,1169,157,3944,377,2201,2120,1786,2535,180000,179900
units,2022-06-30,MA,56.92,76.32,49,749,252,17,1017,50,667,400,303,764,159000,159500
units,2022-06-30,MG,59.3,88.12,627,4314,1554,273,6575,193,3802,2966,2224,4544,190000,187000
units,2022-06-30,MS,63.49,74.97,58,580,231,38,781,126,305,602,523,384,194000,185471.83
units,2022-06-30,MT,71.05,94.55,84,805,335,45,1087,182,549,720,695,574,240000,230000
units,2022-06-30,PA,69.6,93.58,37,458,197,31,671,52,308,415,347,376,193000,180000
units,2022-06-30,PB,55.19,78.03,41,849,291,30,1172,39,862,349,200,1011,155000,150000
units,2022-06-30,PE,53.01,70,154,1046,418,62,1636,44,869,811,525,1155,170000,167600
units,2022-06-30,PI,65.18,75.7,13,350,172,23,550,8,188,370,310,248,158500,155000
units,2022-06-30,PR,58.82,73.15,533,3341,1357,118,5177,172,2470,2879,1553,3796,196500,188300
units,2022-06-30,RJ,56.91,80.07,615,2548,600,154,3797,120,2522,1395,573,3344,242000,235000
units,2022-06-30,RN,69.77,76,38,517,152,29,726,10,221,515,353,383,150000,149200
units,2022-06-30,RO,72.15,78.04,24,260,109,14,384,23,70,337,304,103,181500,181000
units,2022-06-30,RR,57.66,57.66,14,38,4,,56,,1,55,54,2,189500,182500
units,2022-06-30,RS,58.82,78.94,722,3173,929,129,4810,143,2612,2341,1338,3615,207200,190000
units,2022-06-30,SC,64.9,78.65,382,2261,745,90,3305,173,1943,1535,818,2660,246100,235000
units,2022-06-30,SE,69,92.76,11,518,225,33,782,5,451,336,293,494,155000,157000
units,2022-06-30,SP,53.56,88.75,4496,14419,3556,626,21970,1127,13357,9740,5758,17339,245000,238000
units,2022-06-30,TO,80.0199999999999,98.74,20,130,78,13,210,31,82,159,173,68,204000,198000
units,2022-07-31,AC,106.12,135.79,1,41,28,10,79,1,22,58,43,37,332500,320000
units,2022-07-31,AL,78.71,93.15,30,260,179,33,486,16,169,333,244,258,178500,176350
units,2022-07-31,AM,56.16,101.79,25,327,145,38,472,63,378,157,74,461,241000,247600
units,2022-07-31,AP,114.1,117.96,1,27,27,2,56,1,18,39,31,26,375000,350000
units,2022-07-31,BA,63.72,85.96,135,1334,558,122,2074,75,1019,1130,650,1499,192203.22,190000
units,2022-07-31,BR,62.68,85.94,9740,44531,17700,2770,71611,3130,38218,36523,24777,49964,230000,220000
units,2022-07-31,CE,75.18,84.75,115,1058,574,107,1735,119,893,961,793,1061,181000,180000
units,2022-07-31,DF,60.31,93.78,112,550,292,101,1045,10,631,424,216,839,280000,275000
units,2022-07-31,ES,67.11,90.16,55,466,251,56,813,15,459,369,184,644,254000,250000
units,2022-07-31,GO,75.94,96.29,250,2844,1508,216,4441,377,2261,2557,2144,2674,190000,189450
units,2022-07-31,MA,56.92,70.32,64,729,287,39,1066,53,656,463,379,740,170000,170000
units,2022-07-31,MG,64.44,89.8,725,4313,2056,335,7213,216,3694,3735,2826,4603,2e+05,197000
units,2022-07-31,MS,70.52,86.23,80,595,329,41,935,110,311,734,559,486,218000,202000
units,2022-07-31,MT,76.4,93.41,137,838,449,59,1329,154,507,976,956,527,260000,250000
units,2022-07-31,PA,69.8,97.38,60,555,221,36,837,35,347,525,413,459,190500,180000
units,2022-07-31,PB,56.28,78.82,64,1064,328,36,1460,32,1040,452,261,1231,155000,150000
units,2022-07-31,PE,57.77,75.05,118,1213,503,67,1856,45,1060,841,613,1288,175000,175000
units,2022-07-31,PI,67.11,77.42,13,351,176,55,592,3,145,450,403,192,165687.59,161500
units,2022-07-31,PR,61.85,74.53,726,3261,1830,188,5825,180,2621,3384,1952,4053,217000,209000
units,2022-07-31,RJ,63,79.66,678,2426,780,163,3938,109,2466,1581,724,3323,260000,250000
units,2022-07-31,RN,73.15,81.82,31,550,202,40,804,19,189,634,399,424,151000,150000
units,2022-07-31,RO,72.5,80.3,33,292,141,40,483,23,126,380,343,163,196500,186000
units,2022-07-31,RR,58.03,59.37,11,36,11,,57,1,5,53,56,2,192500,186820.36
units,2022-07-31,RS,60,79.93,798,3247,1076,140,5122,139,2628,2633,1594,3667,230000,209000
units,2022-07-31,SC,67.06,81.44,470,2763,1082,129,4265,179,2350,2094,1142,3302,265000,250000
units,2022-07-31,SE,69.41,88.52,21,465,259,47,789,3,354,438,381,411,155000,155000
units,2022-07-31,SP,55.57,90,4971,14766,4299,661,23569,1128,13770,10927,7197,17500,250000,245000
units,2022-07-31,TO,84.81,101.25,16,160,109,9,270,24,99,195,200,94,228619.96,225150
units,2022-08-31,AC,124,146.44,4,16,32,2,54,,15,39,34,20,354500,307166
units,2022-08-31,AL,76.64,88.19,27,337,172,22,544,14,181,377,249,309,157300,160000
units,2022-08-31,AM,54.09,97.92,38,280,79,19,360,56,285,131,65,351,210800,214050
units,2022-08-31,AP,121.2,134.2,,15,19,2,36,,5,31,21,15,432500,394000
units,2022-08-31,BA,55.74,72.75,138,1647,412,105,2214,88,1268,1034,542,1760,175000,178946.8
units,2022-08-31,BR,58.72,81.55,9772,42991,13136,2109,64637,3371,36455,31553,20735,47273,215000,206100
units,2022-08-31,CE,73.4,82.14,125,996,433,63,1546,71,733,884,686,931,175000,179250
units,2022-08-31,DF,57.3,85.52,157,559,272,113,1093,8,687,414,194,907,272000,263000
units,2022-08-31,ES,67.35,93.32,37,374,230,36,661,16,373,304,133,544,250000,250000
units,2022-08-31,GO,70,92.84,299,2730,1084,177,3907,383,2251,2039,1708,2582,184250,181500
units,2022-08-31,MA,59.02,70.58,61,660,223,29,913,60,571,402,373,600,177000,175000
units,2022-08-31,MG,58.3,80.94,725,4299,1311,230,6340,225,3475,3090,2340,4225,186000,184377.6
units,2022-08-31,MS,68.88,83.83,96,516,278,27,814,103,326,591,443,474,195000,190000
units,2022-08-31,MT,71.19,91.55,149,738,359,47,1110,183,558,735,756,537,250000,240000
units,2022-08-31,PA,67.04,94.97,49,445,164,30,660,28,303,385,339,349,185000,180000
units,2022-08-31,PB,52.78,76.76,59,1155,252,32,1447,51,1077,421,224,1274,150000,147742.7
units,2022-08-31,PE,55.93,71.9,96,1127,517,62,1757,45,904,898,591,1211,170000,170000
units,2022-08-31,PI,62.64,70.98,6,370,132,24,528,4,138,394,360,172,150000,149998.5
units,2022-08-31,PR,57.27,70,657,3580,1271,118,5413,213,2724,2902,1697,3929,202550,195000
units,2022-08-31,RJ,55.92,78.84,662,2337,535,125,3574,85,2394,1265,561,3098,248000,241900
units,2022-08-31,RN,70,76.8,36,641,142,32,834,17,209,642,448,403,147974,145000
units,2022-08-31,RO,70.12,79.87,24,233,101,9,352,15,59,308,275,92,188000,181500
units,2022-08-31,RR,69.65,69.65,12,34,12,3,60,1,6,55,60,1,229000,210000
units,2022-08-31,RS,56.22,76.62,918,2783,779,118,4440,158,2330,2268,1363,3235,209000,2e+05
units,2022-08-31,SC,64.33,78.07,445,1992,682,82,3009,192,1757,1444,760,2441,253000,240000
units,2022-08-31,SE,68.72,83.75,16,485,252,35,783,5,384,404,372,416,151200,155000
units,2022-08-31,SP,52.14,86.07,4908,14509,3286,558,21941,1320,13355,9906,5955,17306,246000,240000
units,2022-08-31,TO,88.89,105.57,28,133,107,9,247,30,87,190,186,91,253000,240000
units,2022-09-30,AC,139.99,143.95,1,17,26,5,47,2,13,36,34,15,325000,310000
units,2022-09-30,AL,72.75,87.65,22,303,160,23,500,8,182,326,228,280,175000,175000
units,2022-09-30,AM,55.62,101.43,26,389,77,24,474,42,408,108,49,467,228300,225950
units,2022-09-30,AP,117.31,118.83,,6,19,2,27,,10,17,18,9,381000,372409.5
units,2022-09-30,BA,55.56,73.91,158,1669,446,115,2328,60,1271,1117,535,1853,180000,180000.2
units,2022-09-30,BR,59.08,83.93,8789,43922,14547,2210,66641,2827,38214,31254,20812,48656,220000,210000
units,2022-09-30,CE,69.63,80.43,140,1196,476,74,1782,104,929,957,724,1162,175445,178000
units,2022-09-30,DF,57.15,87.24,139,667,288,109,1188,15,790,413,197,1006,276000,275000
units,2022-09-30,ES,62.09,90.63,37,490,229,53,799,10,471,338,143,666,225000,225000
units,2022-09-30,GO,71.24,91.32,265,2740,1274,165,4131,313,2221,2223,1812,2632,186385.5,185000
units,2022-09-30,MA,62.85,76.4,50,534,230,46,826,34,439,421,310,550,182600,182600
units,2022-09-30,MG,60,89.23,642,3943,1616,262,6269,194,3527,2936,2199,4264,195227.2,190000
units,2022-09-30,MS,60.2,85.13,86,690,240,39,974,81,419,636,485,570,193000,192800
units,2022-09-30,MT,72.26,90.89,124,730,317,59,1090,140,500,730,725,505,251764,249000
units,2022-09-30,PA,65.89,90.13,51,477,184,25,711,26,286,451,382,355,185000,180000
units,2022-09-30,PB,55.64,78.27,53,995,304,39,1353,38,953,438,255,1136,152000,150000
units,2022-09-30,PE,55.24,70.07,76,1141,494,59,1723,47,944,826,574,1196,170000,170000
units,2022-09-30,PI,66.5,78.31,9,437,181,27,650,4,175,479,377,277,167000,167000
units,2022-09-30,PR,58.89,72.61,589,3347,1430,134,5333,167,2460,3040,1789,3711,207000,204461
units,2022-09-30,RJ,58.73,77,611,2169,588,129,3417,80,2215,1282,629,2868,249000,241000
units,2022-09-30,RN,68.41,73.03,38,663,173,19,867,26,223,670,452,441,147000,145000
units,2022-09-30,RO,70.13,74.12,21,256,91,15,373,10,69,314,277,106,181000,180000
units,2022-09-30,RR,58.41,58.41,5,47,11,2,61,4,10,55,48,17,198000,197588.66
units,2022-09-30,RS,58.5,77.69,798,2933,825,131,4563,124,2545,2142,1369,3318,210000,2e+05
units,2022-09-30,SC,65.42,81.01,449,2081,836,81,3274,173,1915,1532,832,2615,266000,250000
units,2022-09-30,SE,63,90.32,15,567,249,27,855,3,536,322,283,575,152000,150000
units,2022-09-30,SP,51.83,88.03,4357,15289,3725,534,22802,1103,14595,9310,5940,17965,250000,242600
units,2022-09-30,TO,75.22,105.56,27,146,58,12,224,19,108,135,146,97,197630.95,190000
units,2022-10-31,AC,127,129.71,3,26,24,8,55,6,22,39,31,30,290000,282000
units,2022-10-31,AL,69.05,91,20,322,179,14,526,9,222,313,202,333,175000,173800
units,2022-10-31,AM,50.45,97.56,14,268,134,17,395,38,327,106,47,386,221000,225000
units,2022-10-31,AP,67.56,94.2,,34,21,1,55,1,34,22,13,43,268000,250000
units,2022-10-31,BA,60.38,83.38,138,1390,459,71,1997,61,1018,1040,494,1564,182400,185086
units,2022-10-31,BR,59.47,84.13,8294,38036,13047,1883,58752,2508,32711,28549,18917,42343,225000,210000
units,2022-10-31,CE,73.32,81.97,129,1009,418,58,1542,72,694,920,696,918,180000,180000
units,2022-10-31,DF,58.6,87.26,109,532,235,87,945,18,595,368,176,787,272900,260000
units,2022-10-31,ES,64.49,89.26,44,340,159,38,567,14,327,254,110,471,244000,240000
units,2022-10-31,GO,70,94.38,281,2456,1013,123,3596,277,2083,1790,1486,2387,193000,189900.29
units,2022-10-31,MA,58.73,70.15,44,699,224,32,956,43,629,370,310,689,178000,179760
units,2022-10-31,MG,60.3,89.06,582,3404,1450,229,5476,189,2942,2723,1963,3702,196000,190000
units,2022-10-31,MS,60.8,70.44,94,578,208,26,841,65,301,605,466,440,194000,191000
units,2022-10-31,MT,66.49,86.35,166,716,314,37,1128,105,504,729,784,449,230000,220000
units,2022-10-31,PA,66.13,97.25,52,409,181,29,652,19,264,407,346,325,2e+05,190000
units,2022-10-31,PB,55.84,79.98,50,922,253,28,1212,41,863,390,210,1043,150000,149500
units,2022-10-31,PE,53.8,69.33,102,1256,440,68,1818,48,897,969,699,1167,170000,170000
units,2022-10-31,PI,61.2,66.5,3,417,104,17,537,4,194,347,289,252,146000,145000
units,2022-10-31,PR,60.14,75.2,633,2938,1248,108,4784,143,2359,2568,1408,3519,217000,209000
units,2022-10-31,RJ,60,79,536,1830,500,116,2921,61,1772,1210,553,2429,250450,245000
units,2022-10-31,RN,69.9,77.63,47,504,140,35,709,17,195,531,376,350,150000,150000
units,2022-10-31,RO,73.82,82.43,16,205,99,16,316,20,56,280,263,73,187250,184000
units,2022-10-31,RR,58,58,17,44,8,,67,2,10,59,60,9,185000,185000
units,2022-10-31,RS,56.64,77.8,788,2769,786,112,4353,102,2371,2084,1262,3193,210000,2e+05
units,2022-10-31,SC,65.02,80.99,414,1936,863,68,3128,153,1765,1516,780,2501,267000,255000
units,2022-10-31,SE,64.86,85.24,14,501,243,25,779,4,389,394,296,487,155250,155250
units,2022-10-31,SP,53.23,88.39,3970,12389,3266,506,19157,974,11780,8351,5430,14701,253000,246300
units,2022-10-31,TO,81.04,109.32,28,142,78,14,240,22,98,164,167,95,209995,198000
units,2022-11-30,AC,94.26,113.24,2,24,13,5,43,1,17,27,23,21,273000,269500
units,2022-11-30,AL,70.6,93.15,22,301,128,22,469,4,157,316,224,249,175000,170000.16
units,2022-11-30,AM,48.89,94.79,26,262,78,18,346,38,294,90,54,330,195050,195378.56
units,2022-11-30,AP,74.34,98.94,1,16,8,1,26,,16,10,12,14,265477.46,267500
units,2022-11-30,BA,65.66,82.58,128,981,357,87,1489,64,761,792,440,1113,192831.28,190000
units,2022-11-30,BR,59.55,84,7750,34766,11097,1730,53307,2036,29086,26257,17362,37981,225000,210000
units,2022-11-30,CE,69.9,79.9,102,1019,395,67,1522,61,634,949,653,930,179000,180000
units,2022-11-30,DF,59.85,84.93,124,428,221,84,852,5,532,325,143,714,275000,270000
units,2022-11-30,ES,60.37,83.02,35,293,101,29,445,13,275,183,91,367,225000,209000
units,2022-11-30,GO,72.59,98.8200000000001,293,2181,944,113,3311,220,1786,1745,1463,2068,193460,189900
units,2022-11-30,MA,58.17,78.85,55,536,135,24,720,30,422,328,267,483,175000,175000
units,2022-11-30,MG,60.13,85.18,578,3151,1189,185,4949,154,2593,2510,1842,3261,198000,193000
units,2022-11-30,MS,60.51,90.17,75,522,212,30,785,54,244,595,385,454,195500,195300
units,2022-11-30,MT,66.42,92.09,117,635,252,29,970,63,399,634,651,382,260000,250000
units,2022-11-30,PA,65.66,102.53,27,372,141,24,547,17,183,381,299,265,188000,180000
units,2022-11-30,PB,54.8,78.93,54,778,218,22,1043,29,707,365,231,841,150925,150000
units,2022-11-30,PE,52.5,67.88,68,1146,352,70,1590,46,750,886,573,1063,173500,172000
units,2022-11-30,PI,64.98,74.83,4,329,95,42,467,3,95,375,292,178,148500,148500
units,2022-11-30,PR,57,70.42,544,2939,1120,94,4570,127,2064,2633,1478,3219,205000,2e+05
units,2022-11-30,RJ,63,82.09,504,1539,536,114,2627,66,1598,1095,485,2208,264000,253000
units,2022-11-30,RN,67.77,78.27,29,516,110,26,661,20,199,482,327,354,150000,149000
units,2022-11-30,RO,71.04,94.03,15,212,106,6,325,14,50,289,239,100,198000,184000
units,2022-11-30,RR,58.41,58.41,12,34,8,3,57,,5,52,47,10,198000,185000
units,2022-11-30,RS,57.18,77.64,743,2523,689,84,3940,99,2119,1920,1214,2825,209000,2e+05
units,2022-11-30,SC,65.97,80.71,407,1772,675,82,2810,126,1558,1378,754,2182,271500,260000
units,2022-11-30,SE,60.92,89.4,18,541,223,37,818,1,475,344,293,526,168300,165000
units,2022-11-30,SP,53,88.47,3742,11615,2726,426,17741,768,11083,7426,4744,13765,254000,249000
units,2022-11-30,TO,81.47,102.99,25,101,65,6,184,13,70,127,138,59,209990,197800
units,2022-12-31,AC,73.8,116.94,2,20,11,2,35,,16,19,18,17,265000,266200
units,2022-12-31,AL,65.29,77.9,18,325,129,12,474,10,132,352,273,211,160000,160000
units,2022-12-31,AM,51.67,97.7,25,208,61,10,285,19,225,79,46,258,203500,207700
units,2022-12-31,AP,107.5,173.7,1,6,9,2,17,1,8,10,8,10,384000,355000
units,2022-12-31,BA,62.07,79.74,97,1074,380,65,1581,35,690,926,453,1163,185550,184482.48
units,2022-12-31,BR,57.76,80.42,7333,35253,10320,1359,52466,1799,28452,25813,17389,36876,209000,2e+05
units,2022-12-31,CE,70,77.61,137,1082,382,41,1587,55,679,963,668,974,178314,175000
units,2022-12-31,DF,56.24,85.03,148,446,206,80,875,5,557,323,150,730,285050,276000
units,2022-12-31,ES,60,82.83,33,336,126,31,514,12,345,181,115,411,223000,220000
units,2022-12-31,GO,69.84,92.84,267,2304,850,80,3260,241,1814,1687,1442,2059,185000,181500
units,2022-12-31,MA,62.17,77.19,55,329,222,12,595,23,373,245,244,374,190000,190000
units,2022-12-31,MG,57.92,82.38,576,3402,1315,193,5364,122,2901,2585,1867,3619,190000,187000
units,2022-12-31,MS,60.94,85.77,88,514,144,21,729,38,241,526,359,408,193700,193000
units,2022-12-31,MT,66.46,97.12,109,531,210,24,816,58,336,538,579,295,240000,231625
units,2022-12-31,PA,66,89.23,24,387,132,12,546,9,162,393,306,249,175000,170000
units,2022-12-31,PB,54.94,76.68,50,1111,267,25,1440,13,932,521,263,1190,153000,150000
units,2022-12-31,PE,53.24,68.9,66,1144,371,32,1574,39,721,892,562,1051,167000,163000
units,2022-12-31,PI,63.41,68.66,19,351,105,22,494,3,93,404,330,167,150000,148500
units,2022-12-31,PR,55.77,69.49,522,3384,999,74,4855,124,2242,2737,1534,3445,198000,195000
units,2022-12-31,RJ,62,79.16,450,1216,341,71,2045,33,1188,890,384,1694,250000,240000
units,2022-12-31,RN,67.86,76.55,33,664,121,22,825,15,185,655,479,361,148535,144000
units,2022-12-31,RO,69.7,93.58,22,223,65,5,305,10,63,252,233,82,181000,180989.32
units,2022-12-31,RR,58.41,58.41,12,30,4,,46,,2,44,38,8,198000,187855.95
units,2022-12-31,RS,55.13,74.9,644,2436,572,70,3652,70,1892,1830,1158,2564,205000,198750
units,2022-12-31,SC,62.36,76.47,360,1727,559,49,2595,100,1442,1253,665,2030,254923.06,240000
units,2022-12-31,SE,63.4,81.81,10,510,203,30,752,1,380,373,342,411,145000,145000
units,2022-12-31,SP,51.68,85.6,3543,11329,2481,362,16965,750,10742,6973,4719,12996,248400,240000
units,2022-12-31,TO,70,89.81,22,164,55,12,240,13,91,162,154,99,212990,198000
units,2023-01-31,AC,136.84,159.95,1,13,5,3,22,,7,15,14,8,283000,278000
units,2023-01-31,AL,63.83,71.98,10,191,71,4,273,3,55,221,180,96,162000,160000
units,2023-01-31,AM,53.37,101.61,14,87,28,7,126,10,88,48,19,117,214500,209500
units,2023-01-31,AP,102.56,144.67,1,8,7,,16,,5,11,6,10,373750,343500
units,2023-01-31,BA,63.89,80.26,59,577,232,40,876,32,302,606,328,580,194000,186933.34
units,2023-01-31,BR,65.36,86.74,4403,18272,7450,1102,30227,1000,14418,16809,11497,19730,241000,230000
units,2023-01-31,CE,77.43,81.18,139,626,299,55,1093,26,377,742,566,553,180000,180000
units,2023-01-31,DF,59.85,89.58,74,300,154,52,578,2,387,193,120,460,280000,264500
units,2023-01-31,ES,64.88,88.11,13,113,58,13,192,5,122,75,41,156,280000,271000
units,2023-01-31,GO,77.03,97.75,165,1424,665,99,2232,121,1025,1328,1094,1259,2e+05,192900
units,2023-01-31,MA,67.84,78.57,26,242,125,18,401,10,137,274,209,202,180000,178000
units,2023-01-31,MG,63.5,86.71,363,1742,898,127,3038,92,1589,1541,1118,2012,210000,209000
units,2023-01-31,MS,69.22,89.01,43,317,137,23,508,12,125,395,264,256,210000,203050
units,2023-01-31,MT,76.65,102.98,81,235,123,18,439,18,152,305,339,118,265000,250000
units,2023-01-31,PA,68,103.02,14,239,93,12,350,8,87,271,216,142,213000,2e+05
units,2023-01-31,PB,56.4,78.16,38,748,194,22,984,18,644,358,241,761,158000,155125
units,2023-01-31,PE,63.49,73.44,54,414,257,24,737,12,294,455,323,426,180000,180000
units,2023-01-31,PI,65.18,68.97,6,182,58,9,255,,31,224,193,62,145700,145000
units,2023-01-31,PR,64.01,76.24,292,1199,661,70,2153,69,850,1372,781,1441,240000,221985.33
units,2023-01-31,RJ,67.92,79,272,590,180,44,1060,26,542,544,222,864,282250,265000
units,2023-01-31,RN,69.6,79.88,26,395,85,21,523,4,124,403,280,247,157000,152000
units,2023-01-31,RO,73,112.15,9,167,81,12,265,4,30,239,215,54,203000,2e+05
units,2023-01-31,RR,61.55,68,2,32,12,,46,,5,41,40,6,216500,198000
units,2023-01-31,RS,65.63,81.88,355,1218,470,65,2078,30,974,1134,780,1328,250000,235000
units,2023-01-31,SC,69.24,81.94,246,880,434,34,1537,57,773,821,414,1180,310000,290000
units,2023-01-31,SE,66.99,89.68,9,296,138,32,474,1,190,285,250,225,150000,150000
units,2023-01-31,SP,59.4,93.17,2074,5952,1946,296,9836,432,5453,4815,3159,7109,270000,260000
units,2023-01-31,TO,76,103.97,17,85,39,2,135,8,50,93,85,58,215000,207800
